hostname,data.T,data.P,data.H,sensed_at
machine03,27.98,980.671,60.153,2021/08/20 02:58:52
machine02,27.22,980.482,62.503,2021/08/20 02:58:54
machine01,27.78,980.689,59.431,2021/08/20 02:58:55
machine03,27.97,980.651,60.175,2021/08/20 02:58:57
machine02,27.22,980.427,62.514,2021/08/20 02:58:59
machine01,27.78,980.694,59.443,2021/08/20 02:59:00
machine03,27.98,980.671,60.142,2021/08/20 02:59:02
machine02,27.27,980.382,62.475,2021/08/20 02:59:04
machine01,27.78,980.665,59.431,2021/08/20 02:59:05
machine03,27.98,980.658,60.163,2021/08/20 02:59:07
machine02,27.27,980.407,62.416,2021/08/20 02:59:09
machine01,27.77,980.673,59.431,2021/08/20 02:59:10
machine03,27.97,980.672,60.151,2021/08/20 02:59:12
machine02,27.26,980.416,62.414,2021/08/20 02:59:14
machine01,27.79,980.705,59.433,2021/08/20 02:59:15
machine03,27.98,980.673,60.151,2021/08/20 02:59:17
machine02,27.27,980.443,62.416,2021/08/20 02:59:19
machine01,27.77,980.649,59.431,2021/08/20 02:59:20
machine03,27.98,980.634,60.163,2021/08/20 02:59:22
machine02,27.26,980.425,62.414,2021/08/20 02:59:24
machine01,27.78,980.68,59.431,2021/08/20 02:59:25
machine03,27.99,980.679,60.119,2021/08/20 02:59:27
machine02,27.27,980.412,62.358,2021/08/20 02:59:29
machine01,27.78,980.688,59.431,2021/08/20 02:59:30
machine03,27.99,980.692,60.166,2021/08/20 02:59:32
machine02,27.27,980.422,62.358,2021/08/20 02:59:34
machine01,27.77,980.639,59.431,2021/08/20 02:59:35
machine03,27.97,980.644,60.187,2021/08/20 02:59:37
machine02,27.26,980.406,62.367,2021/08/20 02:59:39
machine01,27.78,980.684,59.431,2021/08/20 02:59:40
machine03,27.97,980.652,60.187,2021/08/20 02:59:42
machine02,27.25,980.409,62.449,2021/08/20 02:59:44
machine01,27.77,980.675,59.419,2021/08/20 02:59:45
machine03,28,980.637,60.097,2021/08/20 02:59:47
machine02,27.25,980.412,62.472,2021/08/20 02:59:49
machine01,27.77,980.65,59.431,2021/08/20 02:59:50
machine03,27.98,980.648,60.13,2021/08/20 02:59:52
machine02,27.27,980.417,62.393,2021/08/20 02:59:54
machine01,27.77,980.656,59.419,2021/08/20 02:59:55
machine03,28,980.645,60.097,2021/08/20 02:59:57
machine02,27.26,980.451,62.414,2021/08/20 02:59:59
machine01,27.78,980.702,59.431,2021/08/20 03:00:00
machine03,28,980.641,60.073,2021/08/20 03:00:02
machine02,27.24,980.422,62.436,2021/08/20 03:00:04
machine01,27.77,980.655,59.431,2021/08/20 03:00:05
machine03,27.99,980.643,60.084,2021/08/20 03:00:07
machine02,27.24,980.43,62.471,2021/08/20 03:00:09
machine01,27.78,980.656,59.419,2021/08/20 03:00:10
machine03,27.98,980.653,60.106,2021/08/20 03:00:12
machine02,27.22,980.464,62.49,2021/08/20 03:00:14
machine01,27.77,980.632,59.431,2021/08/20 03:00:15
machine03,27.98,980.657,60.142,2021/08/20 03:00:17
machine02,27.19,980.477,62.57,2021/08/20 03:00:19
machine01,27.78,980.666,59.419,2021/08/20 03:00:20
machine03,27.98,980.669,60.128,2021/08/20 03:00:22
machine02,27.17,980.477,62.626,2021/08/20 03:00:24
machine01,27.78,980.68,59.431,2021/08/20 03:00:25
machine03,27.98,980.658,60.106,2021/08/20 03:00:27
machine02,27.15,980.447,62.74,2021/08/20 03:00:29
machine01,27.78,980.667,59.432,2021/08/20 03:00:30
machine03,27.99,980.653,60.143,2021/08/20 03:00:32
machine02,27.15,980.455,62.74,2021/08/20 03:00:34
machine01,27.78,980.661,59.431,2021/08/20 03:00:35
machine03,28.01,980.665,60.098,2021/08/20 03:00:37
machine02,27.17,980.478,62.708,2021/08/20 03:00:39
machine01,27.77,980.648,59.431,2021/08/20 03:00:40
machine03,28.02,980.656,60.019,2021/08/20 03:00:42
machine02,27.2,980.422,62.653,2021/08/20 03:00:44
machine01,27.78,980.666,59.419,2021/08/20 03:00:45
machine03,28,980.656,60.038,2021/08/20 03:00:47
machine02,27.19,980.461,62.628,2021/08/20 03:00:49
machine01,27.78,980.675,59.431,2021/08/20 03:00:50
machine03,28,980.665,60.062,2021/08/20 03:00:52
machine02,27.19,980.453,62.639,2021/08/20 03:00:54
machine01,27.77,980.619,59.431,2021/08/20 03:00:55
machine03,27.99,980.644,60.131,2021/08/20 03:00:57
machine02,27.21,980.456,62.596,2021/08/20 03:00:59
machine01,27.78,980.661,59.419,2021/08/20 03:01:00
machine03,27.99,980.652,60.097,2021/08/20 03:01:02
machine02,27.22,980.439,62.584,2021/08/20 03:01:04
machine01,27.78,980.67,59.431,2021/08/20 03:01:05
machine03,27.99,980.645,60.084,2021/08/20 03:01:07
machine02,27.2,980.41,62.559,2021/08/20 03:01:09
machine01,27.78,980.627,59.431,2021/08/20 03:01:10
machine03,28.02,980.636,60.018,2021/08/20 03:01:12
machine02,27.19,980.468,62.604,2021/08/20 03:01:14
machine01,27.77,980.635,59.431,2021/08/20 03:01:15
machine03,28.02,980.65,59.982,2021/08/20 03:01:17
machine02,27.18,980.463,62.673,2021/08/20 03:01:19
machine01,27.77,980.607,59.431,2021/08/20 03:01:20
machine03,28.01,980.667,60.027,2021/08/20 03:01:22
machine02,27.19,980.429,62.629,2021/08/20 03:01:24
machine01,27.77,980.609,59.419,2021/08/20 03:01:25
machine03,28.03,980.65,59.983,2021/08/20 03:01:27
machine02,27.18,980.489,62.628,2021/08/20 03:01:29
machine01,27.76,980.636,59.43,2021/08/20 03:01:30
machine03,28.01,980.654,60.039,2021/08/20 03:01:32
machine02,27.18,980.472,62.626,2021/08/20 03:01:34
machine01,27.77,980.635,59.431,2021/08/20 03:01:35
machine03,28.03,980.651,60.007,2021/08/20 03:01:37
machine02,27.16,980.439,62.683,2021/08/20 03:01:39
machine01,27.76,980.636,59.417,2021/08/20 03:01:40
machine03,28.02,980.657,59.995,2021/08/20 03:01:42
machine02,27.17,980.456,62.683,2021/08/20 03:01:44
machine01,27.77,980.65,59.431,2021/08/20 03:01:45
machine03,28.01,980.646,60.016,2021/08/20 03:01:47
machine02,27.19,980.447,62.639,2021/08/20 03:01:49
machine01,27.77,980.617,59.431,2021/08/20 03:01:50
machine03,28.01,980.635,60.074,2021/08/20 03:01:52
machine02,27.19,980.453,62.641,2021/08/20 03:01:54
machine01,27.78,980.691,59.431,2021/08/20 03:01:55
machine03,28,980.645,60.038,2021/08/20 03:01:57
machine02,27.2,980.488,62.582,2021/08/20 03:01:59
machine01,27.78,980.666,59.431,2021/08/20 03:02:00
machine03,27.99,980.617,60.085,2021/08/20 03:02:02
machine02,27.19,980.458,62.651,2021/08/20 03:02:04
machine01,27.78,980.65,59.431,2021/08/20 03:02:05
machine03,28,980.676,60.073,2021/08/20 03:02:07
machine02,27.17,980.474,62.729,2021/08/20 03:02:09
machine01,27.77,980.676,59.431,2021/08/20 03:02:10
machine03,27.99,980.661,60.084,2021/08/20 03:02:12
machine02,27.16,980.485,62.718,2021/08/20 03:02:14
machine01,27.77,980.663,59.431,2021/08/20 03:02:15
machine03,27.99,980.666,60.085,2021/08/20 03:02:17
machine02,27.15,980.466,62.74,2021/08/20 03:02:19
machine01,27.77,980.678,59.431,2021/08/20 03:02:20
machine03,28,980.649,60.062,2021/08/20 03:02:22
machine02,27.14,980.46,62.784,2021/08/20 03:02:24
machine01,27.77,980.669,59.431,2021/08/20 03:02:25
machine03,27.99,980.662,60.073,2021/08/20 03:02:27
machine02,27.13,980.434,62.772,2021/08/20 03:02:29
machine01,27.78,980.664,59.431,2021/08/20 03:02:30
machine03,28,980.668,60.026,2021/08/20 03:02:32
machine02,27.16,980.447,62.765,2021/08/20 03:02:34
machine01,27.77,980.668,59.442,2021/08/20 03:02:35
machine03,27.99,980.657,60.072,2021/08/20 03:02:37
machine02,27.19,980.486,62.698,2021/08/20 03:02:39
machine01,27.77,980.663,59.431,2021/08/20 03:02:40
machine03,27.99,980.693,60.119,2021/08/20 03:02:42
machine02,27.19,980.451,62.604,2021/08/20 03:02:44
machine01,27.77,980.665,59.431,2021/08/20 03:02:45
machine03,27.98,980.664,60.081,2021/08/20 03:02:47
machine02,27.2,980.474,62.583,2021/08/20 03:02:49
machine01,27.77,980.672,59.431,2021/08/20 03:02:50
machine03,27.98,980.668,60.095,2021/08/20 03:02:52
machine02,27.2,980.445,62.582,2021/08/20 03:02:54
machine01,27.77,980.653,59.431,2021/08/20 03:02:55
machine03,27.98,980.665,60.104,2021/08/20 03:02:57
machine02,27.21,980.421,62.537,2021/08/20 03:02:59
machine01,27.78,980.698,59.442,2021/08/20 03:03:00
machine03,27.97,980.681,60.093,2021/08/20 03:03:02
machine02,27.22,980.463,62.514,2021/08/20 03:03:04
machine01,27.78,980.687,59.431,2021/08/20 03:03:05
machine03,27.96,980.668,60.127,2021/08/20 03:03:07
machine02,27.21,980.453,62.502,2021/08/20 03:03:09
machine01,27.78,980.707,59.431,2021/08/20 03:03:10
machine03,27.95,980.678,60.22,2021/08/20 03:03:12
machine02,27.2,980.469,62.535,2021/08/20 03:03:14
machine01,27.77,980.667,59.442,2021/08/20 03:03:15
machine03,27.95,980.692,60.208,2021/08/20 03:03:17
machine02,27.21,980.474,62.525,2021/08/20 03:03:19
machine01,27.77,980.67,59.442,2021/08/20 03:03:20
machine03,27.95,980.662,60.22,2021/08/20 03:03:22
machine02,27.19,980.445,62.545,2021/08/20 03:03:24
machine01,27.76,980.695,59.43,2021/08/20 03:03:25
machine03,27.95,980.672,60.231,2021/08/20 03:03:27
machine02,27.19,980.455,62.58,2021/08/20 03:03:29
machine01,27.76,980.638,59.43,2021/08/20 03:03:30
machine03,27.98,980.663,60.153,2021/08/20 03:03:32
machine02,27.19,980.466,62.616,2021/08/20 03:03:34
machine01,27.77,980.672,59.431,2021/08/20 03:03:35
machine03,27.98,980.67,60.14,2021/08/20 03:03:37
machine02,27.16,980.465,62.624,2021/08/20 03:03:39
machine01,27.77,980.684,59.431,2021/08/20 03:03:40
machine03,27.97,980.682,60.163,2021/08/20 03:03:42
machine02,27.16,980.491,62.647,2021/08/20 03:03:44
machine01,27.78,980.707,59.442,2021/08/20 03:03:45
machine03,27.97,980.659,60.162,2021/08/20 03:03:47
machine02,27.15,980.483,62.705,2021/08/20 03:03:49
machine01,27.77,980.676,59.431,2021/08/20 03:03:50
machine03,27.97,980.664,60.151,2021/08/20 03:03:52
machine02,27.17,980.485,62.672,2021/08/20 03:03:54
machine01,27.76,980.654,59.441,2021/08/20 03:03:55
machine03,27.96,980.679,60.127,2021/08/20 03:03:57
machine02,27.16,980.491,62.718,2021/08/20 03:03:59
machine01,27.77,980.69,59.431,2021/08/20 03:04:00
machine03,27.97,980.704,60.14,2021/08/20 03:04:02
machine02,27.16,980.487,62.706,2021/08/20 03:04:04
machine01,27.77,980.689,59.442,2021/08/20 03:04:05
machine03,27.96,980.685,60.139,2021/08/20 03:04:07
machine02,27.13,980.48,62.737,2021/08/20 03:04:09
machine01,27.77,980.678,59.442,2021/08/20 03:04:10
machine03,27.97,980.693,60.139,2021/08/20 03:04:12
machine02,27.15,980.504,62.752,2021/08/20 03:04:14
machine01,27.77,980.705,59.454,2021/08/20 03:04:15
machine03,27.96,980.659,60.126,2021/08/20 03:04:17
machine02,27.18,980.495,62.663,2021/08/20 03:04:19
machine01,27.76,980.683,59.453,2021/08/20 03:04:20
machine03,27.97,980.667,60.092,2021/08/20 03:04:22
machine02,27.18,980.481,62.661,2021/08/20 03:04:24
machine01,27.76,980.661,59.453,2021/08/20 03:04:25
machine03,27.97,980.689,60.127,2021/08/20 03:04:27
machine02,27.17,980.477,62.718,2021/08/20 03:04:29
machine01,27.76,980.643,59.453,2021/08/20 03:04:30
machine03,27.98,980.705,60.093,2021/08/20 03:04:32
machine02,27.17,980.515,62.73,2021/08/20 03:04:34
machine01,27.76,980.667,59.453,2021/08/20 03:04:35
machine03,27.97,980.662,60.128,2021/08/20 03:04:37
machine02,27.16,980.484,62.706,2021/08/20 03:04:39
machine01,27.76,980.695,59.453,2021/08/20 03:04:40
machine03,27.97,980.68,60.14,2021/08/20 03:04:42
machine02,27.16,980.481,62.729,2021/08/20 03:04:44
machine01,27.76,980.671,59.452,2021/08/20 03:04:45
machine03,27.97,980.727,60.104,2021/08/20 03:04:47
machine02,27.16,980.479,62.718,2021/08/20 03:04:49
machine01,27.76,980.674,59.453,2021/08/20 03:04:50
machine03,27.97,980.685,60.14,2021/08/20 03:04:52
machine02,27.14,980.468,62.773,2021/08/20 03:04:54
machine01,27.76,980.674,59.453,2021/08/20 03:04:55
machine03,27.97,980.68,60.175,2021/08/20 03:04:57
machine02,27.16,980.495,62.753,2021/08/20 03:04:59
machine01,27.76,980.713,59.453,2021/08/20 03:05:00
machine03,27.96,980.695,60.15,2021/08/20 03:05:02
machine02,27.16,980.512,62.741,2021/08/20 03:05:04
machine01,27.76,980.706,59.453,2021/08/20 03:05:05
machine03,27.99,980.704,60.143,2021/08/20 03:05:07
machine02,27.16,980.502,62.729,2021/08/20 03:05:09
machine01,27.76,980.668,59.452,2021/08/20 03:05:10
machine03,27.98,980.691,60.081,2021/08/20 03:05:12
machine02,27.18,980.513,62.696,2021/08/20 03:05:14
machine01,27.76,980.687,59.452,2021/08/20 03:05:15
machine03,27.97,980.691,60.163,2021/08/20 03:05:17
machine02,27.19,980.535,62.663,2021/08/20 03:05:19
machine01,27.76,980.69,59.453,2021/08/20 03:05:20
machine03,27.98,980.729,60.151,2021/08/20 03:05:22
machine02,27.19,980.491,62.651,2021/08/20 03:05:24
machine01,27.76,980.69,59.453,2021/08/20 03:05:25
machine03,27.97,980.693,60.139,2021/08/20 03:05:27
machine02,27.18,980.512,62.675,2021/08/20 03:05:29
machine01,27.76,980.676,59.453,2021/08/20 03:05:30
machine03,27.96,980.659,60.162,2021/08/20 03:05:32
machine02,27.17,980.516,62.673,2021/08/20 03:05:34
machine01,27.76,980.682,59.452,2021/08/20 03:05:35
machine03,27.96,980.695,60.139,2021/08/20 03:05:37
machine02,27.16,980.467,62.706,2021/08/20 03:05:39
machine01,27.76,980.702,59.453,2021/08/20 03:05:40
machine03,27.96,980.699,60.174,2021/08/20 03:05:42
machine02,27.17,980.494,62.706,2021/08/20 03:05:44
machine01,27.76,980.713,59.453,2021/08/20 03:05:45
machine03,27.96,980.682,60.174,2021/08/20 03:05:47
machine02,27.18,980.48,62.696,2021/08/20 03:05:49
machine01,27.76,980.706,59.453,2021/08/20 03:05:50
machine03,27.96,980.695,60.162,2021/08/20 03:05:52
machine02,27.19,980.496,62.663,2021/08/20 03:05:54
machine01,27.76,980.689,59.452,2021/08/20 03:05:55
machine03,27.96,980.72,60.162,2021/08/20 03:05:57
machine02,27.18,980.481,62.626,2021/08/20 03:05:59
machine01,27.76,980.684,59.453,2021/08/20 03:06:00
machine03,27.97,980.694,60.139,2021/08/20 03:06:02
machine02,27.19,980.476,62.628,2021/08/20 03:06:04
machine01,27.76,980.689,59.439,2021/08/20 03:06:05
machine03,27.98,980.687,60.128,2021/08/20 03:06:07
machine02,27.19,980.489,62.639,2021/08/20 03:06:09
machine01,27.76,980.671,59.452,2021/08/20 03:06:10
machine03,27.97,980.701,60.151,2021/08/20 03:06:12
machine02,27.18,980.477,62.663,2021/08/20 03:06:14
machine01,27.76,980.71,59.452,2021/08/20 03:06:15
machine03,27.98,980.67,60.14,2021/08/20 03:06:17
machine02,27.18,980.488,62.638,2021/08/20 03:06:19
machine01,27.76,980.697,59.453,2021/08/20 03:06:20
machine03,27.99,980.708,60.131,2021/08/20 03:06:22
machine02,27.16,980.493,62.647,2021/08/20 03:06:24
machine01,27.77,980.706,59.454,2021/08/20 03:06:25
machine03,27.98,980.703,60.095,2021/08/20 03:06:27
machine02,27.17,980.519,62.638,2021/08/20 03:06:29
machine01,27.76,980.706,59.453,2021/08/20 03:06:30
machine03,27.99,980.688,60.061,2021/08/20 03:06:32
machine02,27.17,980.488,62.672,2021/08/20 03:06:34
machine01,27.76,980.746,59.453,2021/08/20 03:06:35
machine03,27.98,980.715,60.095,2021/08/20 03:06:37
machine02,27.16,980.505,62.647,2021/08/20 03:06:39
machine01,27.77,980.722,59.454,2021/08/20 03:06:40
machine03,27.97,980.69,60.081,2021/08/20 03:06:42
machine02,27.16,980.513,62.683,2021/08/20 03:06:44
machine01,27.77,980.712,59.454,2021/08/20 03:06:45
machine03,27.97,980.711,60.115,2021/08/20 03:06:47
machine02,27.16,980.53,62.694,2021/08/20 03:06:49
machine01,27.76,980.714,59.453,2021/08/20 03:06:50
machine03,27.96,980.704,60.126,2021/08/20 03:06:52
machine02,27.17,980.499,62.683,2021/08/20 03:06:54
machine01,27.76,980.718,59.465,2021/08/20 03:06:55
machine03,27.95,980.698,60.161,2021/08/20 03:06:57
machine02,27.17,980.517,62.683,2021/08/20 03:06:59
machine01,27.76,980.713,59.453,2021/08/20 03:07:00
machine03,27.94,980.69,60.172,2021/08/20 03:07:02
machine02,27.19,980.497,62.604,2021/08/20 03:07:04
machine01,27.76,980.696,59.452,2021/08/20 03:07:05
machine03,27.95,980.698,60.185,2021/08/20 03:07:07
machine02,27.19,980.494,62.604,2021/08/20 03:07:09
machine01,27.76,980.719,59.452,2021/08/20 03:07:10
machine03,27.94,980.685,60.207,2021/08/20 03:07:12
machine02,27.17,980.524,62.648,2021/08/20 03:07:14
machine01,27.76,980.737,59.464,2021/08/20 03:07:15
machine03,27.94,980.702,60.193,2021/08/20 03:07:17
machine02,27.18,980.495,62.661,2021/08/20 03:07:19
machine01,27.77,980.742,59.466,2021/08/20 03:07:20
machine03,27.95,980.664,60.185,2021/08/20 03:07:22
machine02,27.18,980.507,62.685,2021/08/20 03:07:24
machine01,27.77,980.733,59.454,2021/08/20 03:07:25
machine03,27.96,980.708,60.196,2021/08/20 03:07:27
machine02,27.18,980.513,62.675,2021/08/20 03:07:29
machine01,27.77,980.717,59.454,2021/08/20 03:07:30
machine03,27.97,980.717,60.116,2021/08/20 03:07:32
machine02,27.21,980.541,62.631,2021/08/20 03:07:34
machine01,27.77,980.745,59.454,2021/08/20 03:07:35
machine03,27.97,980.715,60.14,2021/08/20 03:07:37
machine02,27.2,980.523,62.595,2021/08/20 03:07:39
machine01,27.77,980.708,59.466,2021/08/20 03:07:40
machine03,27.98,980.708,60.071,2021/08/20 03:07:42
machine02,27.21,980.542,62.572,2021/08/20 03:07:44
machine01,27.76,980.738,59.465,2021/08/20 03:07:45
machine03,27.98,980.687,60.081,2021/08/20 03:07:47
machine02,27.22,980.541,62.572,2021/08/20 03:07:49
machine01,27.77,980.749,59.454,2021/08/20 03:07:50
machine03,27.97,980.712,60.128,2021/08/20 03:07:52
machine02,27.2,980.508,62.559,2021/08/20 03:07:54
machine01,27.77,980.747,59.454,2021/08/20 03:07:55
machine03,27.95,980.733,60.149,2021/08/20 03:07:57
machine02,27.2,980.532,62.536,2021/08/20 03:07:59
machine01,27.77,980.726,59.466,2021/08/20 03:08:00
machine03,27.95,980.71,60.161,2021/08/20 03:08:02
machine02,27.18,980.514,62.591,2021/08/20 03:08:04
machine01,27.76,980.706,59.465,2021/08/20 03:08:05
machine03,27.95,980.694,60.195,2021/08/20 03:08:07
machine02,27.19,980.535,62.557,2021/08/20 03:08:09
machine01,27.77,980.728,59.466,2021/08/20 03:08:10
machine03,27.96,980.735,60.162,2021/08/20 03:08:12
machine02,27.21,980.528,62.549,2021/08/20 03:08:14
machine01,27.76,980.714,59.464,2021/08/20 03:08:15
machine03,27.96,980.687,60.161,2021/08/20 03:08:17
machine02,27.21,980.53,62.572,2021/08/20 03:08:19
machine01,27.76,980.746,59.453,2021/08/20 03:08:20
machine03,27.96,980.734,60.161,2021/08/20 03:08:22
machine02,27.2,980.513,62.571,2021/08/20 03:08:24
machine01,27.76,980.761,59.453,2021/08/20 03:08:25
machine03,27.96,980.691,60.186,2021/08/20 03:08:27
machine02,27.21,980.531,62.537,2021/08/20 03:08:29
machine01,27.77,980.712,59.466,2021/08/20 03:08:30
machine03,27.95,980.716,60.195,2021/08/20 03:08:32
machine02,27.2,980.534,62.548,2021/08/20 03:08:34
machine01,27.76,980.725,59.453,2021/08/20 03:08:35
machine03,27.95,980.712,60.208,2021/08/20 03:08:37
machine02,27.21,980.529,62.537,2021/08/20 03:08:39
machine01,27.76,980.723,59.464,2021/08/20 03:08:40
machine03,27.97,980.695,60.14,2021/08/20 03:08:42
machine02,27.23,980.495,62.517,2021/08/20 03:08:44
machine01,27.76,980.722,59.465,2021/08/20 03:08:45
machine03,27.97,980.707,60.093,2021/08/20 03:08:47
machine02,27.24,980.518,62.435,2021/08/20 03:08:49
machine01,27.76,980.703,59.464,2021/08/20 03:08:50
machine03,28.01,980.711,60.026,2021/08/20 03:08:52
machine02,27.23,980.513,62.479,2021/08/20 03:08:54
machine01,27.76,980.715,59.465,2021/08/20 03:08:55
machine03,27.99,980.674,59.967,2021/08/20 03:08:57
machine02,27.22,980.526,62.49,2021/08/20 03:08:59
machine01,27.77,980.744,59.466,2021/08/20 03:09:00
machine03,28,980.699,60.062,2021/08/20 03:09:02
machine02,27.23,980.531,62.446,2021/08/20 03:09:04
machine01,27.76,980.761,59.465,2021/08/20 03:09:05
machine03,27.99,980.725,59.979,2021/08/20 03:09:07
machine02,27.23,980.516,62.515,2021/08/20 03:09:09
machine01,27.76,980.737,59.465,2021/08/20 03:09:10
machine03,27.99,980.7,60.025,2021/08/20 03:09:12
machine02,27.2,980.532,62.561,2021/08/20 03:09:14
machine01,27.75,980.712,59.464,2021/08/20 03:09:15
machine03,27.99,980.714,60.025,2021/08/20 03:09:17
machine02,27.22,980.528,62.502,2021/08/20 03:09:19
machine01,27.76,980.746,59.452,2021/08/20 03:09:20
machine03,27.98,980.692,60.048,2021/08/20 03:09:22
machine02,27.22,980.534,62.479,2021/08/20 03:09:24
machine01,27.76,980.752,59.453,2021/08/20 03:09:25
machine03,27.98,980.721,60.046,2021/08/20 03:09:27
machine02,27.24,980.53,62.436,2021/08/20 03:09:29
machine01,27.76,980.732,59.464,2021/08/20 03:09:30
machine03,27.99,980.731,60.025,2021/08/20 03:09:32
machine02,27.24,980.507,62.459,2021/08/20 03:09:34
machine01,27.76,980.714,59.465,2021/08/20 03:09:35
machine03,27.98,980.704,60.104,2021/08/20 03:09:37
machine02,27.23,980.493,62.481,2021/08/20 03:09:39
machine01,27.76,980.73,59.464,2021/08/20 03:09:40
machine03,27.98,980.719,60.069,2021/08/20 03:09:42
machine02,27.22,980.547,62.479,2021/08/20 03:09:44
machine01,27.75,980.77,59.464,2021/08/20 03:09:45
machine03,27.97,980.73,60.093,2021/08/20 03:09:47
machine02,27.22,980.514,62.514,2021/08/20 03:09:49
machine01,27.76,980.737,59.476,2021/08/20 03:09:50
machine03,27.97,980.719,60.059,2021/08/20 03:09:52
machine02,27.23,980.53,62.479,2021/08/20 03:09:54
machine01,27.76,980.76,59.464,2021/08/20 03:09:55
machine03,27.96,980.719,60.091,2021/08/20 03:09:57
machine02,27.2,980.542,62.583,2021/08/20 03:09:59
machine01,27.76,980.756,59.452,2021/08/20 03:10:00
machine03,27.96,980.713,60.161,2021/08/20 03:10:02
machine02,27.19,980.53,62.604,2021/08/20 03:10:04
machine01,27.76,980.728,59.464,2021/08/20 03:10:05
machine03,27.96,980.698,60.138,2021/08/20 03:10:07
machine02,27.16,980.535,62.694,2021/08/20 03:10:09
machine01,27.76,980.739,59.464,2021/08/20 03:10:10
machine03,27.96,980.734,60.149,2021/08/20 03:10:12
machine02,27.16,980.55,62.706,2021/08/20 03:10:14
machine01,27.76,980.75,59.453,2021/08/20 03:10:15
machine03,27.96,980.734,60.127,2021/08/20 03:10:17
machine02,27.19,980.525,62.651,2021/08/20 03:10:19
machine01,27.77,980.765,59.466,2021/08/20 03:10:20
machine03,27.95,980.725,60.138,2021/08/20 03:10:22
machine02,27.18,980.559,62.696,2021/08/20 03:10:24
machine01,27.76,980.766,59.465,2021/08/20 03:10:25
machine03,27.97,980.695,60.116,2021/08/20 03:10:27
machine02,27.17,980.559,62.684,2021/08/20 03:10:29
machine01,27.76,980.748,59.464,2021/08/20 03:10:30
machine03,27.97,980.711,60.081,2021/08/20 03:10:32
machine02,27.15,980.549,62.74,2021/08/20 03:10:34
machine01,27.76,980.746,59.464,2021/08/20 03:10:35
machine03,27.97,980.716,60.127,2021/08/20 03:10:37
machine02,27.15,980.535,62.738,2021/08/20 03:10:39
machine01,27.77,980.765,59.466,2021/08/20 03:10:40
machine03,27.96,980.722,60.115,2021/08/20 03:10:42
machine02,27.15,980.519,62.717,2021/08/20 03:10:44
machine01,27.76,980.774,59.464,2021/08/20 03:10:45
machine03,27.96,980.704,60.162,2021/08/20 03:10:47
machine02,27.17,980.531,62.672,2021/08/20 03:10:49
machine01,27.76,980.751,59.464,2021/08/20 03:10:50
machine03,27.96,980.728,60.162,2021/08/20 03:10:52
machine02,27.18,980.561,62.639,2021/08/20 03:10:54
machine01,27.76,980.777,59.465,2021/08/20 03:10:55
machine03,27.98,980.699,60.104,2021/08/20 03:10:57
machine02,27.17,980.541,62.626,2021/08/20 03:10:59
machine01,27.76,980.747,59.464,2021/08/20 03:11:00
machine03,27.97,980.708,60.093,2021/08/20 03:11:02
machine02,27.2,980.542,62.571,2021/08/20 03:11:04
machine01,27.75,980.736,59.462,2021/08/20 03:11:05
machine03,27.97,980.748,60.115,2021/08/20 03:11:07
machine02,27.22,980.517,62.503,2021/08/20 03:11:09
machine01,27.76,980.746,59.464,2021/08/20 03:11:10
machine03,27.96,980.711,60.15,2021/08/20 03:11:12
machine02,27.22,980.508,62.479,2021/08/20 03:11:14
machine01,27.75,980.722,59.464,2021/08/20 03:11:15
machine03,27.97,980.721,60.115,2021/08/20 03:11:17
machine02,27.2,980.55,62.536,2021/08/20 03:11:19
machine01,27.75,980.727,59.462,2021/08/20 03:11:20
machine03,27.96,980.707,60.149,2021/08/20 03:11:22
machine02,27.2,980.516,62.594,2021/08/20 03:11:24
machine01,27.76,980.717,59.452,2021/08/20 03:11:25
machine03,27.95,980.718,60.103,2021/08/20 03:11:27
machine02,27.21,980.516,62.572,2021/08/20 03:11:29
machine01,27.75,980.74,59.45,2021/08/20 03:11:30
machine03,27.96,980.726,60.126,2021/08/20 03:11:32
machine02,27.18,980.559,62.626,2021/08/20 03:11:34
machine01,27.75,980.709,59.462,2021/08/20 03:11:35
machine03,27.96,980.731,60.138,2021/08/20 03:11:37
machine02,27.19,980.537,62.651,2021/08/20 03:11:39
machine01,27.76,980.746,59.452,2021/08/20 03:11:40
machine03,27.96,980.722,60.173,2021/08/20 03:11:42
machine02,27.19,980.525,62.593,2021/08/20 03:11:44
machine01,27.75,980.722,59.452,2021/08/20 03:11:45
machine03,27.96,980.721,60.161,2021/08/20 03:11:47
machine02,27.17,980.529,62.626,2021/08/20 03:11:49
machine01,27.76,980.732,59.464,2021/08/20 03:11:50
machine03,27.96,980.759,60.161,2021/08/20 03:11:52
machine02,27.16,980.531,62.683,2021/08/20 03:11:54
machine01,27.75,980.74,59.452,2021/08/20 03:11:55
machine03,27.96,980.741,60.185,2021/08/20 03:11:57
machine02,27.16,980.536,62.671,2021/08/20 03:11:59
machine01,27.76,980.724,59.464,2021/08/20 03:12:00
machine03,27.96,980.722,60.173,2021/08/20 03:12:02
machine02,27.17,980.546,62.696,2021/08/20 03:12:04
machine01,27.76,980.735,59.464,2021/08/20 03:12:05
machine03,27.96,980.743,60.186,2021/08/20 03:12:07
machine02,27.17,980.534,62.684,2021/08/20 03:12:09
machine01,27.77,980.797,59.466,2021/08/20 03:12:10
machine03,27.98,980.734,60.128,2021/08/20 03:12:12
machine02,27.16,980.523,62.694,2021/08/20 03:12:14
